Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance (in KM)
30.0,4.6,Windy,Low,2,scooter,1.0,No,Metropolitian,26,17.042862519365674
25.0,4.7,Sandstorms,Medium,0,motorcycle,0.0,No,Urban,12,9.329032119519944
36.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29,7.56227329901927
28.0,4.7,Stormy,Jam,1,scooter,0.0,No,Metropolitian,24,7.6701455587956096
28.0,4.6,Sunny,Medium,2,scooter,1.0,No,Urban,11,6.029055155289032
38.0,4.5,Sunny,Medium,1,scooter,0.0,No,Urban,16,13.869063981726796
25.0,4.9,Cloudy,Low,2,scooter,1.0,No,Metropolitian,17,4.588870077617411
30.0,5.0,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,25,7.7742611303759155
37.0,4.8,Cloudy,Low,1,scooter,1.0,No,Metropolitian,18,1.5549550458600816
35.0,3.8,Windy,Jam,2,scooter,0.0,No,Metropolitian,32,16.364870886396016
30.0,3.6,Stormy,Jam,1,scooter,1.0,No,Metropolitian,37,16.695188729889093
32.0,4.4,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,28,1.5495871139522706
39.0,4.8,Fog,Low,1,motorcycle,0.0,No,Urban,19,1.5295061121281768
38.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,27,8.927789411307542
23.0,4.2,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,32,12.143169897280632
37.0,4.5,Sunny,High,1,scooter,,No,Metropolitian,24,6.205474967025106
38.0,4.9,Windy,Low,2,motorcycle,1.0,No,Metropolitian,29,12.234070096218906
32.0,4.6,Fog,High,2,scooter,0.0,No,Metropolitian,25,6.276138627413788
30.0,4.3,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,33,13.390532026351542
34.0,4.1,Stormy,Jam,1,scooter,0.0,No,Metropolitian,40,13.944665102258814
31.0,4.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,31,4.60222989483327
38.0,4.8,Stormy,Jam,2,scooter,1.0,No,Metropolitian,32,4.537456617604125
25.0,4.6,Sandstorms,Jam,1,scooter,0.0,No,,16,19.73096126394095
31.0,4.8,Stormy,Medium,2,scooter,1.0,No,Metropolitian,30,20.139201725059262
21.0,4.4,Sandstorms,Medium,0,motorcycle,1.0,No,Urban,39,13.764913193722668
37.0,4.2,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,39,10.883809439830864
22.0,4.6,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,30,17.10252275797518
24.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,35,19.729348027031108
26.0,4.9,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,28,5.9523323468745275
33.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,25,7.636856216768236
34.0,4.9,Sandstorms,High,1,motorcycle,0.0,No,Urban,30,3.0589705915603402
33.0,5.0,Sunny,High,2,scooter,0.0,No,Urban,17,6.108962178720502
25.0,4.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,35,12.142486110300185
22.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,18,1.5072182814137156
21.0,4.6,Fog,Low,2,motorcycle,0.0,No,Metropolitian,17,9.107284201918876
34.0,4.7,Windy,Jam,0,motorcycle,2.0,Yes,Metropolitian,45,9.32899599009658
24.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,20,12.552275755914394
21.0,4.9,Fog,Medium,1,motorcycle,1.0,No,Urban,18,5.951832191839428
35.0,4.7,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,33,16.616688840626562
22.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,21,16.584585782777236
35.0,4.8,Sunny,Jam,2,scooter,1.0,No,Metropolitian,18,16.823642865796444
31.0,4.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,42,13.80458421027135
28.0,4.9,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,15,13.743100261060386
37.0,4.8,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,49,14.121309628180253
39.0,4.3,Sandstorms,Low,0,motorcycle,0.0,No,Urban,25,4.5886146280814755
21.0,4.5,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,48,19.730956081865795
28.0,4.3,Windy,Low,0,motorcycle,0.0,No,Metropolitian,23,3.0993562253811637
27.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Urban,29,6.045838537235506
23.0,4.9,Sandstorms,Jam,1,motorcycle,0.0,,Metropolitian,12,9.296672611790157
37.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,27,9.162088233924921
25.0,4.8,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,28,13.961941195387306
27.0,4.3,Sunny,High,0,motorcycle,0.0,No,Semi-Urban,46,6.205124725899398
37.0,4.5,Windy,Low,2,scooter,1.0,No,Metropolitian,26,4.654458406626018
23.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,25,19.02665774121336
27.0,4.7,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,38,19.630567401615682
,,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,32,12.057293898875512
26.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Urban,23,1.5690347154047224
20.0,4.9,Windy,Low,2,scooter,1.0,No,,15,20.13807549667959
22.0,4.5,Windy,Medium,1,motorcycle,0.0,No,Metropolitian,23,4.6024563042547335
28.0,4.7,Windy,Low,0,motorcycle,1.0,No,Urban,16,16.793762074154593
21.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Urban,15,13.377549834286839
37.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,18,7.747184339020532
25.0,4.5,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,17,3.0250544664115706
22.0,4.9,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,20,4.521743441360151
34.0,4.5,Stormy,Jam,2,electric_scooter,0.0,No,Metropolitian,28,9.414207472710387
36.0,4.0,Fog,Low,0,motorcycle,1.0,No,Urban,37,12.458706616945845
24.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Urban,16,17.064639509884813
34.0,4.8,Windy,Medium,2,electric_scooter,0.0,No,Metropolitian,27,13.593979183831362
24.0,4.9,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,28,13.76611370410258
,,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,21,7.553786610742463
23.0,4.6,Windy,Low,2,electric_scooter,,No,Metropolitian,15,8.927154262343281
33.0,4.5,Sunny,Jam,2,scooter,1.0,No,Metropolitian,25,13.59174349203564
23.0,4.7,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,26,16.576598475224003
27.0,4.6,Sandstorms,Low,1,motorcycle,0.0,No,Urban,19,7.536180450634203
22.0,4.4,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,39,10.983241696284244
38.0,4.3,Cloudy,Jam,1,scooter,1.0,Yes,Metropolitian,39,7.4520698511778924
34.0,3.6,Stormy,Jam,2,electric_scooter,1.0,Yes,Metropolitian,42,10.625032404837777
,,,,3,electric_scooter,1.0,No,Metropolitian,26,4937.717506011508
24.0,4.8,Sunny,Jam,2,scooter,1.0,No,Urban,18,13.739092156271752
38.0,4.3,Fog,Jam,2,scooter,1.0,No,Metropolitian,48,17.063438676435972
25.0,4.7,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,27,16.582815155798535
37.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,37,7.5894637067025705
36.0,4.9,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,26,3.016018089747595
30.0,4.7,Sandstorms,Low,1,motorcycle,,No,Metropolitian,26,1.5573842379456804
33.0,4.7,Cloudy,Low,2,scooter,0.0,No,Metropolitian,27,16.611554699066566
,,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,28,4.6646127412632294
23.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,25,20.827616797656383
28.0,4.6,Sandstorms,Jam,2,motorcycle,1.0,No,Urban,22,17.063437110679263
33.0,4.5,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,23,7.6190711968635965
38.0,4.9,Cloudy,High,1,scooter,1.0,No,Metropolitian,27,5.8689481869614
25.0,4.7,Sunny,Jam,2,motorcycle,0.0,No,Urban,21,20.14271256617032
23.0,4.7,Fog,Jam,2,scooter,0.0,No,Urban,28,4.647982768609758
35.0,4.4,Windy,Low,0,motorcycle,0.0,No,Metropolitian,26,9.041263207807027
32.0,4.7,Windy,Low,1,motorcycle,1.0,No,Metropolitian,27,14.121309628180253
36.0,4.5,Windy,Jam,1,scooter,1.0,No,Metropolitian,27,13.945492012958097
23.0,3.8,Sunny,Jam,0,motorcycle,2.0,Yes,Metropolitian,41,7.747334644263657
33.0,4.1,Windy,Jam,2,scooter,0.0,No,Metropolitian,34,13.571827880894165
34.0,4.5,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,35,19.589860370731515
27.0,4.6,Sunny,High,2,scooter,0.0,No,Urban,18,6.136198133072297
24.0,4.6,Fog,High,1,motorcycle,0.0,No,Metropolitian,26,6.197859747845191
22.0,4.6,Windy,High,1,scooter,1.0,No,Urban,17,6.219654922307828
31.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,26,3.1097872918366303
20.0,5.0,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,29,7.746015099592234
20.0,4.9,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,49,20.137165242718837
26.0,4.6,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,34,19.65858405722505
35.0,4.5,Sandstorms,Jam,2,electric_scooter,0.0,No,Urban,26,9.414207472710387
35.0,5.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,31,6.04509513715486
50.0,6.0,,,3,scooter,1.0,No,Metropolitian,14,17126.119207082913
26.0,4.8,Fog,Medium,2,scooter,0.0,No,Urban,19,9.329465043291892
25.0,4.4,Windy,Low,0,motorcycle,1.0,No,Metropolitian,16,1.5514770796415485
26.0,4.4,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,24,3.04776135552811
21.0,4.6,Sunny,Jam,2,scooter,0.0,No,Urban,11,19.644557388763836
20.0,4.8,Stormy,Jam,1,scooter,0.0,No,Metropolitian,25,13.593979183831362
39.0,4.4,Sunny,Jam,0,motorcycle,1.0,Yes,,40,12.098893522085644
33.0,5.0,Fog,Jam,2,motorcycle,1.0,No,Urban,29,5638.52769699635
30.0,4.5,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,29,19.34075760469122
36.0,4.6,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,22,1.529664921805109
29.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,34,12.458309559229406
39.0,4.8,Cloudy,Low,0,motorcycle,1.0,Yes,Metropolitian,42,13.739189928025109
35.0,4.9,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,27,1.5340279311561753
30.0,4.2,Stormy,Jam,0,motorcycle,1.0,Yes,Semi-Urban,54,10.245901134910868
30.0,4.5,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,29,3.0206490444019702
28.0,4.7,Fog,Low,1,scooter,0.0,No,Urban,10,9.414207472710387
,,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,38,12.060840214262289
33.0,4.3,Sandstorms,Jam,0,motorcycle,3.0,No,Semi-Urban,53,20.16747676677057
35.0,4.1,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,34,6.118069582492733
35.0,4.9,Cloudy,High,2,electric_scooter,0.0,No,Metropolitian,27,6.198294172347366
38.0,4.5,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,20,12.082438179710314
22.0,4.2,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,33,20.143689599486173
30.0,4.8,Fog,Low,2,scooter,1.0,No,Urban,19,3.1029169967959707
39.0,4.9,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,47,10.845954196990009
29.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,18,9.204558934599385
29.0,4.6,Fog,Low,1,scooter,0.0,No,Metropolitian,17,1.5267486896810831
29.0,4.9,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,38,12.211640457623606
27.0,4.9,Windy,High,0,motorcycle,1.0,No,Metropolitian,24,1.5514056569291763
34.0,4.6,Windy,Jam,2,scooter,1.0,No,Metropolitian,29,16.611603446539622
,,Sunny,Low,0,motorcycle,1.0,No,Urban,34,10.548588900483187
21.0,4.6,Stormy,High,1,scooter,1.0,No,Urban,28,6.276138627413788
32.0,5.0,Cloudy,Medium,2,scooter,0.0,No,Urban,17,4.707104052532131
28.0,4.8,Cloudy,Medium,0,motorcycle,2.0,No,Metropolitian,35,20.397442775188328
37.0,4.7,Sunny,Medium,1,scooter,,No,Urban,24,19.940435790617528
33.0,4.7,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,27,19.6437617153274
36.0,4.5,Cloudy,Medium,0,motorcycle,1.0,Yes,Metropolitian,48,10.686762059786759
37.0,4.7,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,36,10.737399645661611
37.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,27,13.61109240706194
30.0,4.8,Fog,High,2,scooter,1.0,No,Metropolitian,33,3.109874895861276
25.0,4.9,Fog,Jam,2,scooter,1.0,No,Metropolitian,32,13.763140802008653
35.0,4.7,Windy,Jam,2,scooter,1.0,No,Metropolitian,27,16.799203683671756
21.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,28,6.117886264150339
34.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,23,19.37207982956089
36.0,4.6,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,39,12.2359681215466
35.0,4.6,Sandstorms,High,2,motorcycle,1.0,No,Metropolitian,29,2.9278504467607473
22.0,4.6,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,20,12.552275755914394
,,,,0,motorcycle,1.0,No,Metropolitian,30,7.6691306579248995
31.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,42,12.410873388860832
33.0,4.6,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,42,13.595920700372709
27.0,4.7,Stormy,High,2,motorcycle,0.0,No,Metropolitian,22,6.219458576533027
23.0,4.6,Windy,Medium,2,scooter,1.0,No,Metropolitian,25,17.103101827476454
36.0,4.0,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,32,7.551888433427441
22.0,4.4,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,31,17.042860218698433
24.0,4.7,Sandstorms,High,2,scooter,1.0,No,Metropolitian,26,6.196592923971632
28.0,3.6,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,53,4.464026797416645
26.0,4.9,Fog,Jam,1,scooter,1.0,No,Metropolitian,41,19.807195662038854
23.0,4.6,Windy,Jam,1,scooter,1.0,No,Metropolitian,20,7.845173108613388
37.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,31,3.0682457244058714
37.0,4.4,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,39,20.21226394004648
32.0,4.9,Fog,Low,2,motorcycle,0.0,No,Metropolitian,25,16.611241863997247
25.0,4.6,Sandstorms,Medium,1,scooter,1.0,No,Urban,23,9.164099415262326
28.0,4.7,Stormy,Low,1,scooter,1.0,No,Metropolitian,17,7.845173108613388
33.0,4.6,Sunny,Jam,1,scooter,0.0,No,Metropolitian,20,17.259376716936664
21.0,4.1,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,27,4.553856650533593
26.0,4.6,Fog,Low,0,motorcycle,1.0,No,Urban,23,16.455705057455766
21.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Urban,13,3.067770561072467
20.0,4.8,Windy,Low,2,scooter,0.0,No,Urban,14,1.5491795846983514
35.0,4.4,Windy,Jam,1,scooter,1.0,No,Metropolitian,34,9.067451684491925
22.0,4.8,Fog,Low,0,motorcycle,0.0,No,Metropolitian,20,1.5114704707060997
28.0,4.7,Stormy,Jam,1,scooter,1.0,No,Urban,21,10.983241696284244
30.0,4.6,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,35,11.900805953032062
21.0,4.8,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,20,1.534115929897733
30.0,4.2,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,34,5.984438947596254
23.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,29,9.308214731000808
29.0,4.5,Stormy,Low,1,motorcycle,0.0,No,,11,9.308214731000808
26.0,4.9,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,20,9.043173745968144
33.0,4.8,Sunny,Medium,1,motorcycle,1.0,No,Urban,18,19.340764837528944
39.0,5.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,16,8.927790511368098
30.0,4.9,Fog,Low,2,electric_scooter,1.0,No,Urban,15,1.5103782350762562
20.0,4.8,Windy,Low,1,motorcycle,1.0,No,Urban,13,16.36677707693168
22.0,4.9,Fog,Low,1,motorcycle,1.0,No,Metropolitian,21,12.220557465792618
33.0,3.5,Sandstorms,Jam,2,electric_scooter,1.0,No,Urban,40,13.743515685221775
34.0,4.6,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,36,6.197928559983297
35.0,4.9,Cloudy,Jam,2,scooter,1.0,Yes,Metropolitian,44,20.827447703008087
37.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,31,4.53136514504565
27.0,4.9,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,15,12.057293898875512
39.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,40,7.746499375373773
28.0,3.3,Sunny,Low,2,electric_scooter,2.0,No,Metropolitian,43,12.222822911705848
38.0,4.9,Sunny,Medium,1,scooter,0.0,No,Metropolitian,29,13.390532026351542
33.0,4.1,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,33,6.219677761889015
30.0,4.6,Sunny,Jam,2,scooter,1.0,No,Metropolitian,18,7.441494565146904
29.0,4.7,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,23,12.236154541166353
35.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,20,3.025022500187704
38.0,4.7,Cloudy,Low,1,motorcycle,,No,Metropolitian,19,9.308008411174363
22.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,39,17.045251004667662
32.0,5.0,Windy,Medium,2,scooter,0.0,No,Urban,30,7.845173108613388
26.0,4.9,Cloudy,High,1,motorcycle,0.0,No,Urban,23,3.014548256136957
38.0,4.6,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,48,16.873028456138556
29.0,4.8,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,16,3.0992065217727216
33.0,4.8,Windy,High,0,motorcycle,1.0,No,Metropolitian,30,6.136519522327368
21.0,4.9,Stormy,Low,2,electric_scooter,0.0,No,Urban,12,20.13775691483711
38.0,4.7,Windy,Jam,1,scooter,1.0,No,Metropolitian,27,20.53856661234125
29.0,4.9,Fog,Low,1,motorcycle,,No,Urban,26,13.412404795980873
34.0,4.6,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,20,3.059118030760586
21.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,21,4.648417563481357
35.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,37,16.349836769787004
38.0,4.7,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,23,11.903260418531733
39.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,36,16.9526516581789
36.0,5.0,Stormy,Low,2,scooter,1.0,No,Urban,24,1.5270548523803655
33.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,21,4.664677959716757
26.0,4.9,Fog,Jam,2,scooter,0.0,No,Metropolitian,25,9.307756519895385
25.0,4.8,Fog,Medium,1,motorcycle,0.0,No,Metropolitian,12,7.845173108613388
34.0,4.4,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,42,13.591356859732272
27.0,4.7,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,19,9.308216432218837
29.0,5.0,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,18,7.441494565146904
24.0,4.5,Fog,Low,2,electric_scooter,0.0,No,Urban,15,1.549633335144268
22.0,4.6,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,27,13.59260974836444
,,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,18,4686.6280148269825
34.0,4.4,Fog,Low,0,motorcycle,1.0,No,Metropolitian,40,19.844234597378584
26.0,4.8,Cloudy,Jam,2,motorcycle,,No,Metropolitian,30,17.259376716936664
35.0,4.6,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,28,3.021232807221782
21.0,5.0,Fog,Medium,1,motorcycle,1.0,No,Urban,27,13.99370174353592
26.0,4.8,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,24,9.177287951627445
31.0,4.6,Cloudy,Medium,1,motorcycle,0.0,No,Urban,16,7.774617817969158
37.0,4.0,Fog,Medium,2,scooter,0.0,No,Metropolitian,40,10.432661991963041
36.0,4.8,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,16,7.551093149239608
22.0,4.9,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,12,10.578800208859878
27.0,4.7,Cloudy,Medium,1,motorcycle,1.0,No,Urban,13,4.707104052532131
35.0,4.8,Fog,Low,1,motorcycle,,No,Urban,17,1.549519153855358
25.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Urban,19,4.648810932454234
39.0,4.6,Sunny,Jam,1,scooter,0.0,No,Metropolitian,20,7.746149563277043
35.0,4.8,Stormy,Low,1,scooter,1.0,No,Metropolitian,28,3.022905677192201
39.0,4.7,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,21,10.472554777067826
22.0,4.9,Windy,Low,1,motorcycle,1.0,No,Metropolitian,17,1.5180023231690771
24.0,4.5,Stormy,Jam,2,scooter,1.0,No,Metropolitian,28,7.747872373794997
20.0,5.0,Stormy,Low,1,motorcycle,0.0,No,Urban,13,4.588089365807883
35.0,4.6,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,19,7.747334644263657
21.0,4.9,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,20,6.028892533326065
35.0,4.8,Windy,Low,1,scooter,1.0,No,Metropolitian,16,10.70609858733341
26.0,5.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,20,4.664774304201985
31.0,4.3,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,31,16.63518098792841
39.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,27,13.59174349203564
30.0,4.8,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,25,19.73112598347896
32.0,4.8,Windy,Low,2,scooter,0.0,No,Metropolitian,18,20.827706441684747
23.0,4.6,Sunny,Jam,1,scooter,1.0,No,Metropolitian,22,19.336941157687352
26.0,4.9,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,25,10.84584909513978
29.0,4.6,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,40,13.766038615058545
37.0,4.8,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,24,19.940607730289752
33.0,4.7,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,50,20.21236367487059
27.0,4.9,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,28,1.5515143959791693
37.0,4.8,Fog,High,0,motorcycle,1.0,No,Metropolitian,27,6.11061925159559
28.0,4.8,Windy,Medium,2,scooter,0.0,No,Urban,21,10.548588900483187
26.0,4.9,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,28,20.397442775188328
24.0,4.1,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,17,3.109785419225122
36.0,4.6,Windy,Jam,2,motorcycle,0.0,No,Urban,33,7.5891604266055
22.0,4.6,Windy,High,2,scooter,0.0,No,Metropolitian,24,3.0681762009166276
32.0,4.5,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,26,7.536019458518527
20.0,4.5,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,19,19.94033887231402
34.0,4.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,42,12.089375796031629
30.0,4.2,Sandstorms,High,0,motorcycle,3.0,Yes,Metropolitian,49,6.110461409424714
36.0,4.1,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,32,5.855430766261133
28.0,4.9,Fog,Low,2,motorcycle,1.0,No,Urban,10,1.5496181081271545
23.0,4.6,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,26,10.859484492786814
37.0,5.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,32,7.74566602154188
38.0,4.5,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,45,19.642038267495785
34.0,4.9,Stormy,Jam,1,scooter,1.0,No,Metropolitian,31,9.414207472710387
33.0,4.9,Windy,High,0,motorcycle,0.0,No,Urban,30,1.5491795846983514
21.0,4.6,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,44,12.236154541166353
37.0,4.9,Fog,Low,1,scooter,1.0,No,Urban,16,1.554950150508253
20.0,5.0,Stormy,High,1,motorcycle,1.0,No,Metropolitian,18,6.2054267911859675
33.0,4.7,Sunny,Low,2,scooter,1.0,No,Metropolitian,11,1.5549518594056475
38.0,4.9,Fog,Low,1,motorcycle,1.0,No,Metropolitian,30,19.88128642012534
26.0,4.9,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,12,19.881709995994314
38.0,4.7,Sandstorms,High,2,scooter,,No,Metropolitian,32,6.198608309962828
20.0,4.9,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,28,19.65904441180137
39.0,3.9,Cloudy,Low,1,scooter,1.0,No,Metropolitian,37,16.57770577723575
36.0,4.7,Stormy,Low,2,scooter,1.0,No,Metropolitian,28,13.592319121658754
29.0,4.0,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,34,12.081477812683922
32.0,4.2,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,36,10.42101406858604
29.0,4.7,Stormy,Low,1,motorcycle,0.0,No,Urban,10,13.660741162989456
23.0,4.9,Fog,Medium,1,motorcycle,2.0,No,Metropolitian,37,20.397442775188328
33.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,31,9.20418496777434
28.0,4.5,Stormy,Jam,1,scooter,0.0,No,Urban,11,4.530782812019635
35.0,4.6,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,35,20.141200508759606
31.0,4.7,Stormy,Medium,2,scooter,1.0,No,Urban,26,13.661188213249718
32.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29,1.5271823546910124
29.0,4.9,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,20,4.5538529705030415
,,,,3,bicycle,0.0,No,Metropolitian,31,17382.147192130597
37.0,4.3,Windy,High,0,motorcycle,0.0,No,Metropolitian,36,5.946134328293268
37.0,4.6,Fog,Low,2,motorcycle,1.0,No,Metropolitian,29,12.395324662564255
29.0,4.6,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,27,7.6701455587956096
35.0,4.9,Stormy,High,2,scooter,1.0,No,Metropolitian,29,1.549371295243629
24.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Urban,17,4.521740183910015
21.0,4.4,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38,12.410114380262945
