Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance (in KM)
29.0,4.6,Sunny,Medium,1,scooter,0.0,No,Urban,10,7.633616445147171
39.0,4.7,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,28,10.416135922112648
29.0,4.9,Sunny,Medium,2,electric_scooter,1.0,No,Urban,12,13.659644060860991
31.0,4.2,Fog,Low,0,motorcycle,2.0,No,Metropolitian,38,12.552275755914394
22.0,5.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,18,7.845173108613388
25.0,2.9,Sunny,Low,1,scooter,1.0,No,Metropolitian,39,10.706780989771683
33.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,24,4.64782413304398
25.0,4.7,Fog,Low,2,scooter,1.0,No,Urban,24,16.36677707693168
39.0,4.9,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,38,20.16565578336928
32.0,4.7,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,13,2.9810965510149408
31.0,4.3,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,35,20.165509285201054
26.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,19,4.46440202134633
35.0,4.3,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,43,20.243374750877322
30.0,4.9,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,26,7.747301749382407
35.0,4.9,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,31,7.747250131783334
35.0,4.1,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,39,20.839226755308367
31.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,28,3.036073524369065
26.0,4.7,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,16,13.993521097863649
27.0,4.5,Fog,Medium,1,motorcycle,0.0,No,,11,6.196774380643406
26.0,4.7,Sandstorms,Low,1,motorcycle,1.0,No,,19,9.164099415262326
32.0,4.4,Fog,Low,0,motorcycle,1.0,No,Urban,41,19.340128268587073
20.0,4.8,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,37,12.328978996649031
35.0,4.5,Fog,Low,1,motorcycle,1.0,No,Urban,17,1.4880439990035814
27.0,4.6,Sunny,High,2,scooter,0.0,No,Urban,18,6.136198133072297
38.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,22,1.4639705292346525
20.0,4.6,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,24,17.042883652085017
28.0,4.9,Sandstorms,Jam,2,motorcycle,0.0,No,Metropolitian,16,16.365329549035206
24.0,5.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,10,8.918996204621447
,,,,3,scooter,2.0,No,Metropolitian,39,16.824526128937705
27.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Urban,18,3.0228345093627196
37.0,4.4,Windy,Jam,1,motorcycle,2.0,No,Metropolitian,32,13.659702783482011
26.0,4.9,Windy,Jam,2,scooter,1.0,No,Metropolitian,29,10.786497948650181
25.0,4.9,Windy,Jam,2,scooter,1.0,No,Metropolitian,28,13.592605845095418
33.0,4.7,Sandstorms,Medium,2,scooter,1.0,No,Urban,24,10.845954196990009
38.0,3.8,Sandstorms,Jam,1,scooter,2.0,No,Metropolitian,44,11.903926009449917
28.0,4.7,Cloudy,Jam,0,motorcycle,2.0,No,Urban,43,10.571180956867908
23.0,4.5,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,26,9.307756519895385
37.0,4.8,Sunny,Medium,0,motorcycle,0.0,No,Urban,22,7.646607005631175
26.0,4.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,22,3.102794196598742
34.0,4.9,Stormy,High,0,motorcycle,2.0,No,Metropolitian,42,1.557378780609518
25.0,4.3,Fog,Medium,2,scooter,1.0,No,Metropolitian,36,12.27013530438031
39.0,4.6,Stormy,Medium,2,scooter,1.0,No,Metropolitian,26,6.072107699343518
25.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,35,12.082468598924104
37.0,4.6,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,30,4.521743441360151
36.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,26,1.5238987685436574
25.0,4.5,Fog,Low,0,motorcycle,0.0,No,Metropolitian,18,1.4878016523650663
25.0,4.4,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33,10.883716478923384
23.0,4.8,Windy,Medium,1,scooter,1.0,No,Metropolitian,26,9.177225998300312
29.0,4.5,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,20,7.589520689727503
36.0,4.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,34,9.294709019107804
33.0,4.9,Stormy,Medium,2,electric_scooter,0.0,No,Metropolitian,29,6.205589948340002
21.0,4.5,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,26,20.14295327564634
37.0,4.6,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,53,12.439739377179093
34.0,3.6,Stormy,Medium,1,scooter,0.0,No,Urban,38,10.845876538554249
24.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,28,6.2195799756053045
30.0,4.6,Fog,Low,2,motorcycle,0.0,No,Metropolitian,15,9.329319541894728
27.0,4.1,Fog,Jam,1,scooter,0.0,No,Metropolitian,31,7.6701455587956096
33.0,4.9,Windy,Low,2,electric_scooter,0.0,No,Urban,21,1.507297708138871
38.0,4.4,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,34,10.686762059786759
35.0,4.2,Stormy,Medium,2,scooter,1.0,No,Metropolitian,34,19.876680616802588
28.0,4.7,Sunny,Medium,1,scooter,1.0,No,Metropolitian,12,9.062281834867486
27.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,24,12.393366266349965
36.0,4.9,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,16,19.87900471871662
26.0,4.7,Cloudy,Jam,2,electric_scooter,0.0,No,Urban,22,9.204558934599385
38.0,4.5,Fog,Low,1,scooter,1.0,No,Metropolitian,19,7.746499270666336
37.0,4.4,Sandstorms,Jam,2,scooter,3.0,No,Metropolitian,44,20.539426757587474
32.0,3.7,Cloudy,Low,2,scooter,1.0,No,Urban,36,4405.976177418723
38.0,4.7,Stormy,High,2,scooter,1.0,No,Metropolitian,27,6.1977399151548
36.0,4.9,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,32,9.063101192712567
24.0,4.7,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,36,20.142952733281334
37.0,4.6,Windy,Low,0,motorcycle,1.0,No,Metropolitian,27,20.143736910348597
32.0,4.7,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,29,10.846021334892525
,,,Medium,2,scooter,0.0,No,Metropolitian,25,12.339013286727344
27.0,5.0,Fog,Jam,0,motorcycle,0.0,Yes,Metropolitian,41,10.84351284874578
25.0,5.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,20,17.259376716936664
26.0,4.6,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,19,20.13775691483711
33.0,5.0,Windy,Jam,0,motorcycle,3.0,No,Metropolitian,48,12.270876910294279
31.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,29,4.6541251311130205
29.0,4.6,Cloudy,Low,2,scooter,1.0,No,Metropolitian,28,14.121309628180253
33.0,4.9,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,46,14.121309628180253
30.0,4.5,Windy,Medium,1,scooter,1.0,No,Urban,23,13.945658037651098
23.0,4.4,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,33,17.259376716936664
27.0,4.9,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,43,10.572294774886384
27.0,4.4,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,46,7.670252503433443
26.0,4.7,Fog,Low,1,scooter,1.0,No,Metropolitian,18,1.554905431859371
24.0,4.3,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,23,3.0361474408826683
21.0,4.3,Sandstorms,High,0,motorcycle,1.0,No,Urban,34,3.082033775141904
32.0,4.6,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,28,8.928288457014254
36.0,4.7,Cloudy,Low,0,motorcycle,2.0,No,Urban,41,20.211739411617963
22.0,4.2,Sandstorms,Low,0,motorcycle,0.0,No,Urban,29,1.5272284258837878
29.0,4.7,Sandstorms,Low,1,scooter,0.0,No,,17,12.081149886335265
26.0,4.7,Stormy,High,2,scooter,0.0,No,Metropolitian,16,1.5267378464998715
33.0,4.6,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,25,7.539206050351109
21.0,4.6,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,27,9.414207472710387
20.0,4.7,Stormy,Medium,1,scooter,1.0,No,Metropolitian,21,10.858950700039365
38.0,4.2,Stormy,High,0,motorcycle,1.0,No,Metropolitian,40,6.041017442007462
35.0,4.7,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,15,12.272368949431579
24.0,2.9,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,43,10.24602099317816
29.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,28,9.414207472710387
20.0,4.8,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29,12.438787521229942
38.0,4.9,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,26,7.536191437028687
32.0,4.6,Cloudy,Medium,2,scooter,1.0,No,Urban,39,13.942528825315232
36.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23,3.0208643922759157
34.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,19,13.747942635381355
38.0,4.7,Windy,Low,1,motorcycle,1.0,No,Metropolitian,22,1.4866210595471117
31.0,4.4,Cloudy,Low,1,motorcycle,1.0,No,Urban,37,17.259376716936664
23.0,4.8,Sunny,Jam,1,scooter,0.0,No,Metropolitian,18,9.16245242046385
37.0,4.0,Windy,Jam,0,motorcycle,1.0,Yes,Metropolitian,47,10.84421095949386
27.0,4.5,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,19,16.09971833744064
35.0,4.1,Stormy,Medium,2,scooter,1.0,No,Metropolitian,37,17.063437110679263
39.0,4.6,Cloudy,Low,1,scooter,1.0,No,Metropolitian,26,19.80768892032944
29.0,3.3,Sunny,Low,2,scooter,1.0,No,Metropolitian,41,13.941533701364968
22.0,4.8,Sandstorms,Jam,2,scooter,0.0,No,Urban,19,7.636642780345835
24.0,4.7,Sunny,Medium,2,scooter,1.0,No,Metropolitian,15,7.704818726560524
32.0,4.9,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,31,7.55628444262835
23.0,4.9,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,19,13.80483330094055
36.0,4.8,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,30,7.774257206554072
34.0,4.6,Cloudy,Jam,0,motorcycle,0.0,Yes,Metropolitian,47,17.043150732304994
31.0,3.5,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,35,13.564225848679634
38.0,3.5,Sandstorms,Medium,2,motorcycle,2.0,No,Urban,33,20.212141467652756
25.0,4.6,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,20,8.927537676383597
34.0,4.1,Sandstorms,Low,0,motorcycle,0.0,No,Urban,24,4.664779343911224
32.0,4.0,Sandstorms,Medium,1,motorcycle,2.0,No,Metropolitian,32,6.071418934387288
24.0,4.8,Sunny,Jam,1,scooter,1.0,,Metropolitian,13,10.574953229197801
20.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,27,4.664630782215899
22.0,5.0,Fog,Low,0,motorcycle,0.0,No,Metropolitian,20,2.976056086568439
30.0,3.5,Stormy,Jam,1,scooter,1.0,No,Metropolitian,35,17.103101827476454
37.0,4.7,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,24,19.591169475729576
28.0,4.6,Fog,Low,2,scooter,1.0,No,,22,11.903288478122649
20.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,20,10.624839550813707
39.0,4.8,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,21,16.949079287487923
20.0,4.7,Sunny,Jam,1,scooter,,No,Urban,10,19.446795862253076
39.0,4.6,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,20,10.586720360323753
22.0,5.0,Cloudy,Low,1,scooter,0.0,No,Urban,18,1.5295340177411298
39.0,4.2,Sunny,Medium,0,motorcycle,2.0,No,Urban,36,19.8806889061088
22.0,4.7,Windy,Medium,2,motorcycle,0.0,No,Urban,27,10.884116727934263
39.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,30,12.212698628348065
25.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,28,4.664774212706455
29.0,4.6,Windy,Low,0,motorcycle,0.0,No,Metropolitian,15,17.259376716936664
34.0,5.0,Fog,Medium,1,motorcycle,3.0,No,Metropolitian,44,12.214333869904944
37.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Urban,26,6.196805343667927
32.0,5.0,Fog,Jam,1,motorcycle,2.0,No,Metropolitian,39,7.670169545372539
31.0,5.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,31,7.536191437028687
32.0,4.0,Fog,Jam,2,motorcycle,1.0,Yes,Urban,43,12.552275755914394
39.0,4.6,Sunny,Jam,1,scooter,1.0,No,Metropolitian,24,13.600508641529991
38.0,4.4,Fog,Jam,2,scooter,0.0,No,Metropolitian,49,17.04121281086054
34.0,4.9,Windy,Low,1,motorcycle,0.0,No,Urban,24,1.5494796970417275
29.0,4.5,Windy,Low,1,scooter,0.0,No,Urban,13,12.39525675915564
27.0,4.6,Stormy,Jam,2,scooter,1.0,No,Urban,12,7.774433406393336
28.0,4.9,Fog,Medium,1,scooter,0.0,No,Metropolitian,28,12.552275755914394
,,Fog,Low,1,scooter,1.0,No,Metropolitian,14,2.976159021144352
38.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,25,12.081149886335265
29.0,4.6,Fog,High,1,scooter,1.0,No,Metropolitian,22,6.219432687838478
39.0,4.9,Windy,Jam,2,scooter,1.0,No,Metropolitian,29,10.883891742745625
38.0,4.1,Cloudy,Medium,1,scooter,,No,Metropolitian,42,16.823086316712892
34.0,4.7,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,30,6.205474967025106
22.0,4.9,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,27,4.464152609112947
32.0,4.6,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,46,12.395167974024298
23.0,4.1,Fog,High,1,motorcycle,1.0,No,Metropolitian,32,5.951832191839428
35.0,4.9,Sunny,Jam,2,scooter,0.0,No,Metropolitian,16,4.581418791919324
26.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,28,17.041284717657238
20.0,4.9,Stormy,Medium,1,scooter,1.0,No,Metropolitian,20,9.20348449388961
20.0,4.7,Fog,High,1,motorcycle,0.0,No,Urban,21,1.5238783449739979
39.0,3.9,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,35,12.552275755914394
37.0,4.7,Stormy,Jam,2,scooter,0.0,No,Urban,31,9.307516354290478
37.0,4.7,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,21,1.5277193778494655
37.0,4.3,Fog,High,1,motorcycle,1.0,No,Metropolitian,35,3.1380694073889375
32.0,3.8,Stormy,Jam,2,scooter,1.0,No,Urban,38,19.940782302250373
27.0,5.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,11,6.118069582492733
22.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,26,12.081405889139507
25.0,4.6,Fog,Jam,2,scooter,1.0,No,,33,7.7482872035100545
26.0,4.8,Windy,High,2,motorcycle,1.0,No,Metropolitian,28,1.5690347154047224
35.0,4.7,Stormy,Jam,1,scooter,1.0,No,Metropolitian,28,12.552275755914394
35.0,3.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,33,12.089460682234256
24.0,4.9,Fog,Jam,0,motorcycle,0.0,No,Semi-Urban,47,17.259376716936664
27.0,4.8,Sandstorms,High,2,electric_scooter,0.0,No,Metropolitian,14,6.196979616064036
25.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20,9.107311298915976
30.0,4.8,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,34,4.553818794873717
29.0,4.7,Windy,Jam,1,motorcycle,1.0,No,Urban,12,7.774224002698605
39.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,36,16.9526516581789
30.0,4.8,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,53,13.66085510505096
29.0,4.6,Sunny,Medium,0,motorcycle,1.0,No,Urban,22,9.204056600372633
30.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,20,12.056961846383805
37.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,26,4.571556772393857
28.0,4.9,Cloudy,Jam,1,scooter,2.0,No,Metropolitian,33,12.43882731100175
25.0,4.5,Stormy,Low,2,scooter,1.0,No,Urban,16,1.4880947062703014
32.0,4.1,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,50,13.943159220432788
34.0,4.9,Cloudy,Jam,0,motorcycle,,No,Metropolitian,41,10.738078032534037
26.0,4.8,Stormy,Low,1,scooter,0.0,No,Metropolitian,16,1.551472641050793
29.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,26,3.0250325843898467
32.0,5.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,37,17.259376716936664
37.0,4.8,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,24,10.983241696284244
24.0,4.9,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,23,13.943064995438718
35.0,4.6,Sunny,Medium,0,motorcycle,1.0,No,Urban,30,17.063560974578667
25.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,33,9.204056600372633
35.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Urban,33,7.670015866956758
26.0,4.9,Sandstorms,Medium,1,scooter,1.0,No,Urban,28,7.774277168534271
26.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,14,7.551946417880856
37.0,4.7,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,27,4.571523487517244
20.0,4.6,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,26,7.636095878025375
24.0,4.8,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,36,3.1097872918366303
28.0,4.5,Windy,Medium,0,motorcycle,1.0,No,,20,4.530782812019635
22.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,26,7.774496620087613
,,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,40,19.336941157687352
37.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,32,4.531221864673841
20.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,22,3.0681857879594796
23.0,4.6,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,16,7.553786610742463
21.0,5.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,25,3.0250544664115706
27.0,4.4,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,19,3.0553962606430134
30.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,15,9.107888033560856
35.0,4.6,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,21,20.140905255245308
21.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,26,4.648812589303729
29.0,4.7,Fog,Medium,1,scooter,1.0,No,Metropolitian,18,7.441592937377917
23.0,4.5,Stormy,Low,0,motorcycle,0.0,No,Urban,20,19.659135828969667
20.0,4.8,Windy,Medium,2,scooter,0.0,No,Metropolitian,24,6.108360812908673
30.0,4.9,Sunny,Low,1,scooter,1.0,No,Metropolitian,13,1.4866260322660036
30.0,4.8,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,27,4.553679120746385
35.0,4.9,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,22,1.511265464161639
36.0,4.6,Sandstorms,Low,1,scooter,0.0,No,Urban,23,7.56197659193788
27.0,4.4,Stormy,Low,0,motorcycle,1.0,No,Urban,20,1.5113656620434786
26.0,4.7,Windy,Jam,1,scooter,0.0,No,,22,17.10252275797518
20.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,17,3.014439031852032
26.0,4.9,Sandstorms,Medium,1,motorcycle,0.0,No,Urban,16,20.139338027009416
20.0,4.9,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,30,16.823444551962364
29.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Urban,12,17.04281933058374
24.0,4.7,Windy,Medium,2,scooter,1.0,No,Metropolitian,26,9.297855593284813
35.0,3.7,Windy,Jam,2,scooter,1.0,No,Urban,43,10.625346368622562
22.0,5.0,Sunny,Low,2,scooter,0.0,No,Urban,23,9.295378519274944
30.0,4.6,Fog,Jam,0,motorcycle,3.0,Yes,Metropolitian,54,13.993853622293804
35.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,27,19.340386614359552
21.0,4.6,Sunny,Jam,1,scooter,1.0,No,,15,9.296712100181105
37.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,30,9.414207472710387
28.0,4.8,Sandstorms,Low,2,motorcycle,1.0,No,Urban,14,1.488251479081195
21.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,10,3.0206750082467804
22.0,4.9,Windy,High,2,scooter,0.0,No,Metropolitian,13,6.041138156550312
31.0,4.4,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,39,13.743026423465595
39.0,4.7,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,21,1.5514034361583107
22.0,4.6,Cloudy,Jam,0,motorcycle,1.0,No,Urban,23,7.746223734595355
28.0,4.8,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,15,13.765174036190759
33.0,4.6,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,30,7.4313720254472155
36.0,4.2,Windy,Medium,1,scooter,1.0,No,Urban,36,17.040241344664327
39.0,4.8,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,32,7.551477688934239
,,Cloudy,Jam,0,motorcycle,1.0,No,Semi-Urban,52,19.93985977406209
26.0,4.7,Stormy,Low,2,motorcycle,0.0,No,Metropolitian,10,17.042860218698433
27.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,29,11.902746728492795
,,Windy,High,0,motorcycle,1.0,No,Metropolitian,34,2.9767694453812323
37.0,4.6,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,48,16.623453555894713
34.0,4.0,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,40,16.63518098792841
38.0,4.3,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,45,12.552275755914394
39.0,4.8,Fog,Medium,2,scooter,0.0,No,Urban,18,6.136227883482838
35.0,5.0,Fog,Medium,2,scooter,1.0,No,Urban,32,13.993149115901053
29.0,4.9,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,11,7.647789157646795
26.0,4.7,Sunny,Medium,2,electric_scooter,0.0,No,Urban,14,4.648349677934942
38.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,20,2.9760307123797003
31.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,25,2226.813081454929
37.0,4.7,Fog,Jam,0,motorcycle,1.0,Yes,Metropolitian,43,10.84648491635075
26.0,4.9,Sunny,Medium,2,electric_scooter,0.0,No,Urban,12,17.064359165007573
29.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Urban,18,9.20341113898367
26.0,4.6,Stormy,High,1,scooter,1.0,No,Metropolitian,28,6.095276049867082
26.0,5.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,15,10.846813053923176
26.0,5.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,19,4.534177601970296
25.0,4.5,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,24,7.757102346541481
33.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,31,3.0477357637137565
33.0,4.7,Cloudy,Low,1,scooter,0.0,No,Metropolitian,16,1.5179323327587648
30.0,4.7,Cloudy,Medium,0,motorcycle,0.0,No,,27,6.276138627413788
26.0,4.6,Windy,Low,1,motorcycle,1.0,No,Metropolitian,16,9.07450346176405
30.0,4.7,Windy,Medium,1,scooter,1.0,No,Metropolitian,30,10.69023490025587
29.0,4.3,Stormy,Low,0,motorcycle,1.0,No,Urban,19,4.623632112070283
38.0,4.5,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,26,9.414207472710387
22.0,4.7,Sandstorms,Medium,1,motorcycle,,No,Metropolitian,22,6.276138627413788
29.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Urban,25,7.536191437028687
28.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,27,4.6646029783419385
29.0,4.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,25,7.712142663574692
39.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Urban,39,20.397442775188328
27.0,4.9,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,44,20.397442775188328
25.0,4.8,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,14,4.554153294969161
,,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,20,12.393579105808694
20.0,4.8,Fog,Low,1,motorcycle,1.0,No,Metropolitian,14,7.551248572683064
30.0,4.7,Sunny,High,0,motorcycle,1.0,No,Metropolitian,24,5.951832191839428
37.0,4.9,Sunny,Jam,1,scooter,1.0,No,Metropolitian,18,19.846894980346402
35.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,19,1.5492757589011077
,,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,20,4121.21441958052
36.0,4.9,Windy,Medium,1,scooter,1.0,No,Metropolitian,23,16.805680518032144
32.0,4.8,Sunny,High,0,motorcycle,0.0,No,Metropolitian,24,1.5496365009021704
32.0,4.3,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,44,20.827616797656383
23.0,4.7,Sandstorms,Jam,2,motorcycle,1.0,No,Urban,16,16.822951404385034
38.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,28,9.414207472710387
29.0,4.9,Sunny,High,1,motorcycle,0.0,No,Metropolitian,18,6.197867124953263
35.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,27,3.099012302522494
36.0,4.2,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,25,3.0548704390401245
29.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Urban,14,2.9760751590737056
39.0,4.7,Windy,Medium,1,scooter,1.0,No,Metropolitian,20,20.54058869817115
21.0,4.9,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,16,11.903152806224751
25.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,10,1.5125412443971376
27.0,4.7,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,13,12.410495482733776
24.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,44,10.625705401587538
30.0,4.9,Windy,Low,1,motorcycle,1.0,No,Metropolitian,28,3.102770127436664
27.0,4.7,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,26,9.107658825826476
,,Sunny,Low,1,motorcycle,0.0,No,Urban,15,8.92749930283016
39.0,4.1,Fog,High,0,motorcycle,1.0,No,Metropolitian,33,6.1360914034362475
